"","unweighted","equal","squared","H1","H2","H3","TESTIMONY1r1","TESTIMONY1r2","TESTIMONY2r1","TESTIMONY2r2","TESTIMONY3r1","TESTIMONY3r2","TESTIMONY4r1","TESTIMONY4r2","TASK1r1","TASK1r2","TASK2r1","TASK2r2","TASK3r1","TASK3r2","TASK4r1","TASK4r2","TASK5r1","TASK5r2","TASK6r1","TASK6r2","TASK7r1","TASK7r2","OVERVIEW1r1","OVERVIEW1r2","OVERVIEW2r1","OVERVIEW2r2"
"71",0.628571428571429,0.628571428571429,0.628571428571429,"Advantages of Onboarding","To Ecosystem/Project","onboarding nuturing new contributors to grow in the ecosystem with confident",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"72",0.628571428571429,0.628571428571429,0.628571428571429,"Advantages of Onboarding","To Ecosystem/Project","communication faciltate collaboration and productivity",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"73",0.831168831168831,0.831168831168831,0.831168831168831,"Advantages of Onboarding","To Ecosystem/Project","Mentors/Mentee feedback",1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"74",1,1,1,"Advantages of Onboarding","To Ecosystem/Project","knowledge sharing (mentor-mentee)",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",0.133333333333333,0.133333333333333,0.133333333333333,"Advantages of Onboarding","To Ecosystem/Project","onboarding organization community vs Company?",1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"76",0.35,0.35,0.35,"Advantages of Onboarding","To Ecosystem/Project","grow expertise within community",1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"77",1,1,1,"Advantages of Onboarding","To Ecosystem/Project","promotes networking within ecosystem",0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",1,1,1,"Advantages of Onboarding","To Ecosystem/Project","Mentee-mentee collaboration towards productivity",0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",0.434782608695652,0.434782608695652,0.434782608695652,"Advantages of Onboarding","To Ecosystem/Project","mentoring helps achieve long and short term goals",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"80",0.580645161290323,0.580645161290323,0.580645161290323,"Advantages of Onboarding","To Ecosystem/Project","socio-technical interactions",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"81",0.580645161290323,0.580645161290323,0.580645161290323,"Advantages of Onboarding","To Ecosystem/Project","activities that groom new contributors to be productive",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"82",0.434782608695652,0.434782608695652,0.434782608695652,"Advantages of Onboarding","To Individual","align project selection with personal interests",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"83",1,1,1,"Advantages of Onboarding","To Individual","communication faciltate collaboration and productivity",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",0.264150943396226,0.264150943396226,0.264150943396226,"Advantages of Onboarding","To Individual","growth of contributor techncial skills",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"85",0.628571428571429,0.628571428571429,0.628571428571429,"Advantages of Onboarding","To Individual","Self motivation and commitment overcomes barriers/frustrations",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"86",0.264150943396226,0.264150943396226,0.264150943396226,"Advantages of Onboarding","To Individual","low entry barrier",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"87",0.628571428571429,0.628571428571429,0.628571428571429,"Advantages of Onboarding","To Individual","mentor past onboarding experience",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"88",0.648648648648649,0.648648648648649,0.648648648648649,"Advantages of Onboarding","To Individual","Mentors/Mentee feedback",1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"89",0.628571428571429,0.628571428571429,0.628571428571429,"Advantages of Onboarding","To Individual","mentors-mentees collaborating towards productivity",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"90",1,1,1,"Advantages of Onboarding","To Individual","mentees-mentees collaborating towards productivity",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0.805970149253731,0.805970149253731,0.805970149253731,"Advantages of Onboarding","To Individual","onboarding nuturing new contributors to grow in the ecosystem with confident",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
"92",0.805970149253731,0.805970149253731,0.805970149253731,"Advantages of Onboarding","To Individual","Impostor Syndrome effects",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0.580645161290323,0.580645161290323,0.580645161290323,"Advantages of Onboarding","To Individual","make first accepted contribution in ecosystem release.",0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"94",0.754716981132076,0.754716981132076,0.754716981132076,"Advantages of Onboarding","To Individual","mentoring helps achieve long and short term goals",0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",0.754716981132076,0.754716981132076,0.754716981132076,"Advantages of Onboarding","To Individual","important to feel included and comfortable in project",0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",0.805970149253731,0.805970149253731,0.805970149253731,"Advantages of Onboarding","To Individual","mentors assist participants",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
"97",0.409090909090909,0.409090909090909,0.409090909090909,"Advantages of Onboarding","To Individual","Transfer Skill sets",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",0.409090909090909,0.409090909090909,0.409090909090909,"Advantages of Onboarding","To Individual","mentees-mentees collaborating towards productivity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"99",0.409090909090909,0.409090909090909,0.409090909090909,"Advantages of Onboarding","To Individual","grow expertise within community",0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",0.409090909090909,0.409090909090909,0.409090909090909,"Advantages of Onboarding","To Individual","Build a network within your project team",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"101",0.297297297297297,0.297297297297297,0.297297297297297,"Advantages of Onboarding","To Individual","Q/A session",0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"102",0.277777777777778,0.277777777777778,0.277777777777778,"Advantages of Onboarding","To Individual","promotes networking within ecosystem",1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"103",0.161290322580645,0.161290322580645,0.161290322580645,"Advantages of Onboarding","To Company","Mentoring brings value to stakeholders and ROI",0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"104",0.264150943396226,0.264150943396226,0.264150943396226,"Advantages of Onboarding","To Company","mentor past onboarding experience",0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"105",0.315789473684211,0.315789473684211,0.315789473684211,"Advantages of Onboarding","To Company","mentee-mentee collaborating towards productivity",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"106",0.566666666666667,0.566666666666667,0.566666666666667,"Advantages of Onboarding","To Company","mentoring helps achieve long and short term goals",1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"107",0.264150943396226,0.264150943396226,0.264150943396226,"Challenges of Onboarding","To Ecosystem/project","Different participants background",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"108",0.409090909090909,0.409090909090909,0.409090909090909,"Challenges of Onboarding","To Ecosystem/project","Self motivation and commitment overcomes barriers/frustrations",0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"109",0.417910447761194,0.417910447761194,0.417910447761194,"Challenges of Onboarding","To Ecosystem/project","Impostor Syndrome effects",0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"110",0.409090909090909,0.409090909090909,0.409090909090909,"Challenges of Onboarding","To Ecosystem/project","investment of time",0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"111",0.409090909090909,0.409090909090909,0.409090909090909,"Challenges of Onboarding","To Ecosystem/project","Key to a successful mentoring program",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"112",0.0298507462686566,0.0298507462686566,0.0298507462686566,"Challenges of Onboarding","To Ecosystem/project","successful mentoring requires commitment",0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"113",0.754716981132076,0.754716981132076,0.754716981132076,"Challenges of Onboarding","To Individuals","Self motivation and commitment overcomes barriers/frustrations",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",0.628571428571429,0.628571428571429,0.628571428571429,"Challenges of Onboarding","To Individuals","possibility of insufficient mentors",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",0.409090909090909,0.409090909090909,0.409090909090909,"Challenges of Onboarding","To Individuals","difficulty aligning project with personal interests",0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",0.409090909090909,0.409090909090909,0.409090909090909,"Challenges of Onboarding","To Individuals","new contributors learning style influences mentoring outcome",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"117",0.566666666666667,0.566666666666667,0.566666666666667,"Challenges of Onboarding","To Individuals","Investment of time",1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"118",0.315789473684211,0.315789473684211,0.315789473684211,"Challenges of Onboarding","To Individuals","language barriers",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"119",0.434782608695652,0.434782608695652,0.434782608695652,"Challenges of Onboarding","To Individuals","onboarding adapts to diverse learning methods",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",0.450704225352113,0.450704225352113,0.450704225352113,"Challenges of Onboarding","To Individuals","successful mentoring requires commitment",0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"121",1,1,1,"Challenges of Onboarding","To Company","investment of time",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",0.628571428571429,0.628571428571429,0.628571428571429,"Challenges of Onboarding","To Company","Working Environment and configuration to facilitate contributions",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",0.434782608695652,0.434782608695652,0.434782608695652,"Challenges of Onboarding","To Company","Onboarding organization community vs Company?",0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
